"ID","Localisation","Rack","Nom du matériel","MODELE","Type","Nb Elts","Architecture","U","MARQUE","numéro de série","CONSO(Watt)","I","PDUOndulé","PDUNormal","cluster","critique","domaine","gestion","Action","Phase","Salle","Îlot","Baie","Baie00","FCTotal","FCCalculé","FCUtilisé","FCFutur","RJ45Total","RJ45Calculé","RJ45Utilisé","RJ45Futur","10GbpsFutur","RJ45CM","IPMI Dédié","IPMIUtilisé","IPMIFutur","Slot 1","Slot 2","Slot 3","Slot 4","Slot 5","Slot 6","Slot 7",,,,,,,,"IP","Hostname <> Machine","Etat configuration réseau","Actions conf réseau à mener","IPMI Futur","RJ Futur","RJabrancher","Couleurcable","confswitch","nomcable","SommeRJ",,,,,,,
323,"S2","Stock","CEPH-OSD-03","PowerEdge R730xd","Serveur",1,"Rackable",2,"DELL","20BZH82",,,,,"Ceph",,"cluster admin","DOIP","Installation DOIP",2,2,1,4,"04",0,0,0,0,,8,,2,4,4,,,1,,,,"2RJ",,"2RJ",,"Err :502","Err :502","Err :502",2,"Err :502",2,"Err :502","-","Pas installé",,"Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","A43;A17;B17",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
156,"TPB -1","DNS RIE","CEPH-OSD-00","PowerEdge R730xd","Serveur",1,"Rackable",2,"DELL","20D3J82",,,,,"Ceph",,"cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,0,0,0,,8,0,2,4,4,1,,1,,,,"2RJ",,"2RJ",,"Err :502","Err :502","Err :502",2,"Err :502",2,"Err :502","-","Pas installé",,"Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","B44;A16;B16",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
349,"TPB -1","Stock","HP-COMPUTE-01","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","21B1J82",,,,,"HP Helion",,"cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,4,0,0,,8,,2,4,4,,,1,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"-","Pas installé",,"Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","A44;A15;B15",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
345,"TPB -1","Stock","HP-CTRL-01","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","6GL0J82",,,,,"HP Helion",,"cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,0,0,0,,8,,2,4,4,,,1,,,,,"2RJ",,"2RJ","Err :502","Err :502","Err :502","Err :502",2,"Err :502",2,"-","Pas installé",,"Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","B45;A14;B14",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
153,"TPB -1","DNS RIE","CEPH-MON-00","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","6LB3J82",193,,,,"Ceph",,"cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,0,0,0,,8,0,2,4,4,1,,1,,,,,"2RJ",,"2RJ","Err :502","Err :502","Err :502","Err :502",2,"Err :502",2,"-","Pas installé",,"Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","A45;A13;B13",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
53,"TPB -1","DEM1","H-SEC-02","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","79XWH82",322,,,,"H-sec","","Cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,4,0,0,,8,2,4,,4,1,,1,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"-","Pas installé","Pas installé","Déménagement en l'état",1,4,"ipmi1;cm1;cm2;slot5/1;slot5/2","G;R;R;V;V","u1829;u1629;u1629;u1629;u1629","B46;A11;A12;B11;B12",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
342,"TPB -1","Stock","H-RECETTE-02","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","79Z3J82",,,,,"H-recette",,"Cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,4,0,2,,8,,4,,4,,,1,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"-","Pas installé",,"Déménagement en l'état",1,4,"ipmi1;cm1;cm2;slot5/1;slot5/2","G;R;R;V;V","u1829;u1629;t1513,t1514,t1515,t1516,t1517,t1518,t1519,t1520,t1521,t1641,t1642,t1643,t1644,t1645,t1646,t1647,t1648,t1649,t1705,t1706,t1707,t1708,t1709,t1710,t1711,t1712,t1713;u1629;t1513,t1514,t1515,t1516,t1517,t1518,t1519,t1520,t1521,t1641,t1642,t1643,t1644,t1645,t1646,t1647,t1648,t1649,t1705,t1706,t1707,t1708,t1709,t1710,t1711,t1712,t1713","A46;A09;A10;B09;B10",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
336,"TPB -1","DEM1","H-M2-04","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","79YWH82",,,,,"H-m2",,"Cluster Messagerie","DOIP","Déménagement",2,2,1,4,"04",0,4,0,2,,8,,4,,4,,,1,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"10.167.129.145",,,"Déménagement en l'état",1,4,"ipmi1;cm1;cm2;slot5/1;slot5/2","G;R;R;V;V","u1829;u1629;t1504,t1534,t1620,t1621,t1624,t1625,t1632,t1803,t1804,t1805;u1629;t1504,t1534,t1620,t1621,t1624,t1625,t1632,t1803,t1804,t1805","B47;A07;A08;B07;B08",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
341,"TPB -1","Stock","H-ORACLE-04","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","78F0J82",,,,,"H-oracle",,"Cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,4,0,2,,8,,4,,4,,,1,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"-","Pas installé",,"Déménagement en l'état",1,4,"ipmi1;cm1;cm2;slot5/1;slot5/2","G;R;R;V;V","u1829;u1629;t1632;u1629;t1632","A47;A05;A06;B05;B06",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
338,"TPB -1","Stock","H-ORACLE-02","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","78CWH82",,,,,"H-oracle",,"Cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,4,0,2,,8,,4,,4,,,1,,,,"2FC","2RJ","2FC","2RJ","Err :502","Err :502","Err :502",-2,2,-2,2,"-","Pas installé",,"Déménagement en l'état",1,4,"ipmi1;cm1;cm2;slot5/1;slot5/2","G;R;R;V;V","u1829;u1629;t1632;u1629;t1632","B48;A03;A04;B03;B04",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
361,"TPB -1","Stock","NSS-04","PowerEdge R730","Serveur",1,"Rackable",2,"DELL","8768Z72",,,,,"nss",,"Cluster admin","DOIP","Déménagement",2,2,1,4,"04",0,8,0,6,,4,,4,,4,,,1,"2FC","2FC","2FC","2FC",,,,-2,-2,-2,-2,"Err :502","Err :502","Err :502","-","Pas installé","?","Déménagement en l'état",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;V;R;V","u1829;u1501;u1501;u1500;u1500","A48;A01;B01;A02;B02",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
415,"TPB -2","Stock","SXT_SEQ65a:Slot3","X460-48t","Switch",1,"Rackable",1,"Extreme Networks",,,,,,,,"Switch","DOIP","Installation DOIP",1,2,1,5,"05",,,,0,,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
51,"TPB -1","DEM1","H-CS-02","PowerEdge R900","Serveur",1,"Rackable",4,"DELL","4BHBF4J",770,"3,35",,,"H-cs","","Cluster admin","DOIP","Déménagement",2,2,1,5,"05",4,4,2,2,,6,6,6,,4,1,,1,,,"2FC","2FC","1RJ","1RJ",,"Err :502","Err :502",-2,-2,1,1,"Err :502","10.167.129.72",,,"Déménagement en l'état",1,6,"ipmi1;cm1;cm2;cm3;cm4;slot5/1;slot6/1","G;R;V;R;V;R;V","u1829;u1629;u1629;t1501,t1502,t1508,t1630,t1632,t1635,t1636,t1640,t1651,t1653,t1660,t1629,t1804,t1564,t1567,t1623,t1656;t1501,t1502,t1508,t1630,t1632,t1635,t1636,t1640,t1651,t1653,t1660,t1629,t1804,t1564,t1567,t1623,t1656;u1501,t1525,t1500;u1501,t1525,t1500","B43;A20;B20;A21;B21;A22;B22",7,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
99,"TPB -1","DEM4","RP-ADER-02","PowerEdge 2950","Serveur",1,"Rackable",2,"DELL","4HV013J",350,"1,52",,,"Rp-ader","","Cluster admin","DOIP","Déménagement",2,2,1,5,"05",0,0,0,0,,8,1,2,,2,0,,0,"2RJ","2RJ","2RJ",,,,,2,2,2,"Err :502","Err :502","Err :502","Err :502","10.167.155.4",,"Eth6(10.167.155.4)","Créer un bond0 avec eth0 et eth6, lui affecter l'ip 10.167.155.4 – Fait",0,2,"0;cm1;cm2","G;R;V","0;u1655;u1655","A43;A19;B19",2,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
72,"TPB -1","DEM3","DAVY-04","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","34Y6X4J",424,"1,84",,,"davycal","","Cluster Messagerie","DOIP","Déménagement",2,2,1,5,"05",0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.124.164 (pas de résolution)","Davy-04","Eth0 (10.167.124.164)+vlan1534","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.124.164. Appliquer le vlan1534 sur le bond0 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1824;u1624,t1534;u1624,t1534","B44;A18;B18",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
85,"TPB -1","DEM3","ZP-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","G3Y6X4J",416,"1,81",,,"zp","","Cluster Messagerie","DOIP","Déménagement",2,2,1,5,"05",0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.124.214",,"Eth0 (10.167.124.214)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.124.214 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1824;u1624;u1624","A44;A17;B17",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
293,"TPB -1","SINGLE 1","BO-PROD-04","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","8JLT75J",400,"1,74",,,"Bo-prod","","Cluster admin","DOIP","Déménagement",2,2,1,5,"05",0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.133.3",,"Em1(10.167.133.3), em2(10.167.5.3)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.133.3. Ajouter le vlan1505(10.167.5.3) taggé sur le port du switch et le bond0 - Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1833;u1633,t1505;u1633,t1505","B45;A16;B16",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
61,"TPB -1","DEM2","H-RIE-PARIS02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","GHLT75J",370,"1,61",,,"H-rie","","Cluster admin","DOIP","Déménagement",2,2,1,5,"05",0,0,0,0,,4,4,4,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.129.162",,"bond0(eth0-eth2,10.167.129.162) + bond1(eth1-eth3, vlan1630, vlan1667, vlan1668, vlan770, vlan772, vlan778)","Déménagement en l'état",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;R;V;V","u1829;u1629;t1630,t1667,t1668,t770,t772,t778;u1629;t1630,t1667,t1668,t770,t772,t778","A45;A14;A15;B14;B15",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
90,"TPB -1","DEM4","H-INFRA-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","G16975J",422,"1,83",,,"H-infra","","Cluster admin","DOIP","Déménagement",2,2,1,5,"05",4,4,2,2,,8,6,6,,4,1,,1,"4RJ",,,,"2FC","2FC",,4,"Err :502","Err :502","Err :502",-2,-2,"Err :502","10.167.129.92",,,"Déménagement en l'état",1,6,"ipmi1;cm1;cm2;cm3;slot1/1;slot1/2;slot1/3","G;R;R;R;V;V;V","u1829;u1629,t1501;t530,t1630,t1650,t1652,t1654,t1655,t1660,t1665,t1666,t1718,t1719;t1524,t1661,t1662,t1663,t1664;u1629,t1501;t530,t1630,t1650,t1652,t1654,t1655,t1660,t1665,t1666,t1718,t1719;t1524,t1661,t1662,t1663,t1664","B46;A11;A12;A13;B11;B12;B13",7,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
275,"TPB -1","RH2","H-RH-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","6M5ZY4J",622,"2,70",,,"H-rh","","Cluster admin","DOIP/DOIF","Déménagement",2,2,1,5,"05",4,4,2,2,,6,4,4,,4,1,,1,,"2RJ",,,"2FC","2FC",,"Err :502",2,"Err :502","Err :502",-2,-2,"Err :502","10.167.129.92",,,"Déménagement en l'état",1,4,"ipmi1;cm1;cm2;slot2/1;slot2/2","G;R;R;V;V","u1829;u1629;t1509,t1512,t1567,t1637,t1640;u1629;t1509,t1512,t1567,t1637,t1640","A46;A09;A10;B09;B10",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
50,"TPB -1","DEM1","AM8-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","6JLT75J",386,"1,68",,,"melanie","","Cluster Messagerie","DOIP","Déménagement",2,2,1,5,"05",2,2,2,2,,4,3,4,,4,1,,1,,,,,"1FC","1FC",,"Err :502","Err :502","Err :502","Err :502",-1,-1,"Err :502","10.167.125.166",,"bond0(eth0-eth1,10.167.125.166) eth2(192.168.251.18)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.125.166. Créer un bond1 avec eth2 et eth3, lui affecter l'ip 192.168.251.18 – Fait",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;V;R;V","u1825;u1625;u1625;u1811;u1811","B47;A07;B07;A08;B08",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
49,"TPB -1","DEM1","AM6-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","2JLT75J",392,"1,70",,,"melanie","","Cluster Messagerie","DOIP","Déménagement",2,2,1,5,"05",2,2,2,2,,4,3,4,,4,1,,1,,,,,"1FC","1FC",,"Err :502","Err :502","Err :502","Err :502",-1,-1,"Err :502","10.167.125.162",,"bond0(eth0-eth1,10.167.125.162) eth2(192.168.251.12)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.125.162. Créer un bond1 avec eth2 et eth3, lui affecter l'ip 192.168.251.12 – Fait",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;V;R;V","u1825;u1625;u1625;u1811;u1811","A47;A05;B05;A06;B06",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
47,"TPB -1","DEM1","AM4-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","1JLT75J",402,"1,75",,,"melanie","","Cluster Messagerie","DOIP","Déménagement",2,2,1,5,"05",2,2,2,2,,4,3,4,,4,1,,1,,"2FC",,,,,,"Err :502",-2,"Err :502","Err :502","Err :502","Err :502","Err :502","10.167.125.158",,"bond0(eth0-eth1,10.167.125.158) eth2(192.168.251.8)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.125.158. Créer un bond1 avec eth2 et eth3, lui affecter l'ip 192.168.251.8 – Fait",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;V;R;V","u1825;u1625;u1625;u1811;u1811","B48;A03;B03;A04;B04",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
46,"TPB -1","DEM1","AM3-02","PowerEdge R810","Serveur",1,"Rackable",2,"DELL","JT2YD5J",414,"1,80",,,"melanie","","Cluster Messagerie","DOIP","Déménagement",2,2,1,5,"05",2,2,2,2,,6,3,4,,4,1,,1,"2FC",,"2RJ",,,,,-2,"Err :502",2,"Err :502","Err :502","Err :502","Err :502","10.167.125.156",,"bond0(eth0-eth1, 10.167.125.156) eth2(192.168.251.6)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.125.156. Créer un bond1 avec eth2 et eth3, lui affecter l'ip 192.168.251.6 – Fait",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;V;R;V","u1825;u1625;u1625;u1811;u1811","A48;A01;B01;A02;B02",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
419,"TPB -2","Stock","SXT_SEQ75a:Slot3","X460-48t","Switch",1,"Rackable",1,"Extreme Networks",,,,,,,,"Switch","DOIP","Installation DOIP",1,2,1,7,"07",,,,0,,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
267,"TPB -1","NETAPP2","NETAPP","FAS 8040","Baie de disques",4,"Rackable",12,"NETAPP",,1017,"4,42",,,"∞","","Stockage NETAPP","DOIP","Déménagement",3,2,1,7,"07",2,0,2,8,,4,4,4,,4,2,1,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.0.242",,,,1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;R;V;V","u1500;t1499,t1500,t1501,t1502,t1503,t1504,t1505,t1506,t1507,t1508,t1509,t1510,t1511,t1512,t1513,t1514,t1515,t1516,t1517,t1518,t1519,t1520,t1521,t1522,t1523,t1524,t1525,t1534;t1499,t1500,t1501,t1502,t1503,t1504,t1505,t1506,t1507,t1508,t1509,t1510,t1511,t1512,t1513,t1514,t1515,t1516,t1517,t1518,t1519,t1520,t1521,t1522,t1523,t1524,t1525,t1534;t1499,t1500,t1501,t1502,t1503,t1504,t1505,t1506,t1507,t1508,t1509,t1510,t1511,t1512,t1513,t1514,t1515,t1516,t1517,t1518,t1519,t1520,t1521,t1522,t1523,t1524,t1525,t1534;t1499,t1500,t1501,t1502,t1503,t1504,t1505,t1506,t1507,t1508,t1509,t1510,t1511,t1512,t1513,t1514,t1515,t1516,t1517,t1518,t1519,t1520,t1521,t1522,t1523,t1524,t1525,t1534","A42;A23;A24;B23;B24",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
420,"TPB -2","Stock","SXT_SEQ75a:Slot4","X460-48t","Switch",1,"Rackable",1,"Extreme Networks",,,,,,,,"Switch","DOIP","Installation DOIP",1,2,1,6,"06",,,,0,,48,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
93,"TPB -1","DEM4","LB-M2-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","92F925J",118,"0,51",,,"Lb-m2","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.124.112",,"Eth0(10.167.124.112)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.124.112 - Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1824;u1624;u1624","A34;A31;B31",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
57,"TPB -1","DEM2","ELASTIC-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","DBD2F4J",190,"0,83",,,"elastic","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,6,1,2,,4,1,,1,,"2RJ",,,,,,"Err :502",2,"Err :502","Err :502","Err :502","Err :502","Err :502","10.167.130.117",,"Eth0(10.167.130.117)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.130.117 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1830;u1630;u1630","B35;A30;B30",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,
92,"TPB -1","DEM4","LB-INTER-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","C2F925J",105,"0,46",,,"Lb-inter","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,4,2,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.165.6",,"Eth0(10.167.165.6/24), eth1(10.167.166.6/24)","Créer un bond0 avec em1 et em2, lui affecter l'ip 10.167.165.6. Ajouter le vlan1666(10.167.166.6) taggé sur le port du switch et le bond0 - Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1865;u1665,t1666;u1665,t1666","A35;A29;B29",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"A34;A31;B31"
81,"TPB -1","DEM3","RP-INTRA-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","3643H4J",174,"0,76",,,"Rp-intra","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.150.12",,"Eth0 (10.167.150.12)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.130.12 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1850;u1650;u1650","B36;A28;B28",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"B35;A30;B30"
82,"TPB -1","DEM3","RP-INTRA-04","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","6H0LR4J",96,"0,42",,,"Rp-intra","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.150.14",,"Eth0 (10.167.150.14)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.130.14 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1850;u1650;u1650","A36;A27;B27",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"A35;A29;B29"
83,"TPB -1","DEM3","RP-RIE-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","FX6M15J",167,"0,73",,,"Rp-ader","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,4,1,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.150.16",,"Eth0 (10.167.150.16)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.130.16 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1855;u1655;u1655","B37;A26;B26",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"A36;A27;B27"
84,"TPB -1","DEM3","SAFITA-02","PowerEdge R610","Serveur",1,"Rackable",1,"DELL","FBD2F4J",178,"0,77",,,"safita","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,8,1,2,,4,1,,1,"2RJ","2RJ",,,,,,2,2,"Err :502","Err :502","Err :502","Err :502","Err :502","10.167.122.4",,,"Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.122.4. Ajouter le vlan1686(10.167.186.4) taggé sur le port du switch et le bond0 - Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1822;u1622,t1686;u1622,t1686","A37;A25;B25",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"B36;A28;B28"
167,"TPB -1","DNS RIE","H-FWRIE-MINISTERIEL-PARIS02","PowerEdge R720","Serveur",1,"Rackable",2,"DELL","3YXCJ32",98,"0,43",,,"H-fwrie-ministeriel","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",1,1,0,0,,8,2,2,,4,1,,1,,,,,,"1FC","4RJ","Err :502","Err :502","Err :502","Err :502","Err :502",-1,4,"10.167.129.30",,"Eth0(10.167.129.30)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip  10.167.129.30 – Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","B38;A24;B24",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"B37;A26;B26"
161,"TPB -1","DNS RIE","H-DNSRIE-MINISTERIEL-PARIS02","PowerEdge R720","Serveur",1,"Rackable",2,"DELL","30YCJ32",98,"0,43",,,"H-dnsrie-ministeriel","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",1,1,0,0,,8,2,2,,4,1,,1,,,,,,"1FC","4RJ","Err :502","Err :502","Err :502","Err :502","Err :502",-1,4,"10.167.129.28",,"Eth0(10.167.129.28)","Créer un bond0 avec eth0 et eth1, lui affecter l'ip 10.167.129.28 - Fait",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","A38;A23;B23",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"A37;A25;B25"
163,"TPB -1","DNS RIE","H-DNSRIE-PUBLIC-PARIS02","PowerEdge R720","Serveur",1,"Rackable",2,"DELL","9XXCJ32",98,"0,43",,,"H-dnsrie-public","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",1,1,0,0,,8,2,2,,4,1,,1,,,,,,"1FC","4RJ","Err :502","Err :502","Err :502","Err :502","Err :502",-1,4,"10.167.129.22",,"bond0(eth0-eth1,10.167.129.22)","Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629;u1629","B39;A22;B22",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"B38;A24;B24"
35,"TPB -1","Stock","H-DNSRIE-CACHEPUB-PARIS02","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","8SQH05J",,,,,"H-dnsrie-cachepub","","Cluster admin","DOIP","Déménagement",2,2,1,6,"06",0,0,0,0,,4,,2,,4,1,,1,,,,,,,,"Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","Err :502","10.167.129.24",,"Connection time out – ICMP NOK","Déménagement en l'état",1,2,"ipmi1;cm1;cm2","G;R;V","u1829;u1629,t1661,t1662;u1629,t1661,t1662","A39;A21;B21",3,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"A38;A23;B23"
67,"TPB -1","DEM2","NSS-02","PowerEdge R710","Serveur",1,"Rackable",2,"DELL","JSX4H4J",228,"0,99",,,"nss","","Cluster admin","DOIP","Déménagement",1,2,1,6,"06",6,6,6,6,,6,4,4,,4,1,,1,"2FC","2FC","2FC","2RJ",,,,-2,-2,-2,2,"Err :502","Err :502","Err :502","10.167.1.38",,"?","?",1,4,"ipmi1;cm1;cm2;cm3;cm4","G;R;V;R;V","u1829;u1501;u1501;u1500;u1500","B40;A19;B19;A20;B20",5,"#VALEUR !","#VALEUR !","#VALEUR !","#VALEUR !",,,"B39;A22;B22"
